tx_000356,294,3889
tx_000357,380,1595
tx_000358,483,3270
tx_000359,133,626
tx_000360,794,2719
tx_000361,870,2149
tx_000362,791,4748
tx_000363,737,1297
tx_000364,612,3611
tx_000365,474,2100
tx_000366,952,1022
tx_000367,985,3630
tx_000368,575,2802
tx_000369,248,2180
tx_000370,840,3006
tx_000371,904,2881
tx_000372,772,2661
tx_000373,172,4548
tx_000374,373,2571
tx_000375,748,760
tx_000376,844,1499
tx_000377,775,2271
tx_000378,469,1129
tx_000379,489,3231
tx_000380,813,1060
tx_000381,680,3755
tx_000382,373,2972
tx_000383,603,567
tx_000384,620,4619
tx_000385,459,1798
tx_000386,632,4686
tx_000387,266,3659
tx_000388,201,559
tx_000389,526,4660
tx_000390,410,2369
tx_000391,967,2514
tx_000392,358,2463
tx_000393,739,3407
tx_000394,335,3814
tx_000395,626,263
tx_000396,228,240
tx_000397,374,2216
tx_000398,824,4784
tx_000399,626,2144
tx_000400,410,3442
tx_000401,594,4313
tx_000402,777,2021
tx_000403,937,3396
tx_000404,977,1847
tx_000405,286,4005
tx_000406,592,3126
tx_000407,445,944
tx_000408,885,263
tx_000409,559,3374
tx_000410,151,4259
tx_000411,381,3104
tx_000412,974,3559
tx_000413,487,4281
tx_000414,332,2075
tx_000415,962,2747
tx_000416,969,4338
tx_000417,982,2149
tx_000418,214,4776
tx_000419,154,4622
tx_000420,724,4154
tx_000421,869,3806
tx_000422,967,2127
tx_000423,963,2634
tx_000424,579,1926
tx_000425,939,3166
tx_000426,237,1007
tx_000427,955,220
tx_000428,123,3377
tx_000429,247,995
tx_000430,578,4867
tx_000431,406,717
tx_000432,226,2366
tx_000433,981,2234
tx_000434,318,2409
tx_000435,654,4640
tx_000436,283,849
tx_000437,305,3093
tx_000438,388,255
tx_000439,296,4630
tx_000440,330,3604
tx_000441,204,4857
tx_000442,591,1174
tx_000443,207,462
tx_000444,297,4001
tx_000445,668,2411
tx_000446,397,316
tx_000447,120,1375
tx_000448,882,2560
tx_000449,979,1057
tx_000450,339,2316
tx_000451,245,949
tx_000452,542,142
tx_000453,791,1778
tx_000454,446,1237
tx_000455,788,1920
tx_000456,297,4833
tx_000457,311,4034
tx_000458,642,2278
tx_000459,583,2599
tx_000460,948,4584
tx_000461,162,3369
tx_000462,531,363
tx_000463,912,1105
tx_000464,354,4678
tx_000465,184,3962
tx_000466,261,4781
tx_000467,766,4071
tx_000468,789,545
tx_000469,839,3994
tx_000470,223,2496
tx_000471,480,3892
tx_000472,396,3630
tx_000473,210,1470
tx_000474,488,3656
tx_000475,116,1672
tx_000476,208,412
tx_000477,257,3720
tx_000478,266,2614
tx_000479,131,4299
tx_000480,589,4228
tx_000481,757,4655
tx_000482,202,4127
tx_000483,406,2876
tx_000484,283,199
tx_000485,327,2031
tx_000486,455,702
tx_000487,178,2859
tx_000488,949,2853
tx_000489,181,2297
tx_000490,835,1711
tx_000491,328,828
tx_000492,925,3790
tx_000493,293,2861
tx_000494,671,2294
tx_000495,328,4982
tx_000496,660,1616
tx_000497,519,397
tx_000498,931,1122
tx_000499,748,1720
tx_000500,617,1306
tx_000501,803,3799
tx_000502,693,459
tx_000503,766,4297
tx_000504,249,395
tx_000505,489,2360
tx_000506,937,4094
tx_000507,478,3587
tx_000508,423,2539
tx_000509,763,400
tx_000510,287,3545
tx_000511,112,4095
tx_000512,801,2788
tx_000513,225,4720
tx_000514,1000,4591
tx_000515,595,4434
tx_000516,994,4055
tx_000517,415,3166
tx_000518,490,4029
tx_000519,676,1905
tx_000520,266,2073
tx_000521,346,1773
tx_000522,404,2280
tx_000523,722,2911
tx_000524,877,1348
tx_000525,681,827
tx_000526,559,2395
tx_000527,784,3847
tx_000528,972,4140
tx_000529,773,428
tx_000530,588,3561
tx_000531,880,4019
tx_000532,348,2763
tx_000533,207,2408
tx_000534,614,2332
tx_000535,787,221
tx_000536,816,491
tx_000537,345,2368
tx_000538,727,1926
tx_000539,556,3665
tx_000540,295,2389
tx_000541,495,677
tx_000542,748,751
tx_000543,988,1361
tx_000544,129,1899
tx_000545,956,2471
tx_000546,574,4896
tx_000547,133,3220
tx_000548,990,3143
tx_000549,498,4368
tx_000550,648,3485
tx_000551,474,140
tx_000552,370,2245
tx_000553,832,3711
tx_000554,757,102
tx_000555,817,1136
tx_000556,356,593
tx_000557,369,4139
tx_000558,123,2381
tx_000559,729,1999
tx_000560,243,3205
tx_000561,707,1867
tx_000562,614,3311
tx_000563,713,3920
tx_000564,894,4948
tx_000565,716,2601
tx_000566,805,3751
tx_000567,530,3249
tx_000568,667,3662
tx_000569,603,4675
tx_000570,974,4948
tx_000571,588,2693
tx_000572,950,1075
tx_000573,372,1283
tx_000574,258,4600
tx_000575,292,341
tx_000576,110,3780
tx_000577,849,4736
tx_000578,173,4341
tx_000579,607,729
tx_000580,129,4907
tx_000581,645,454
tx_000582,792,1940
tx_000583,561,2273
tx_000584,460,515
tx_000585,107,1213
tx_000586,288,4510
tx_000587,448,4161
tx_000588,546,2450
tx_000589,713,3118
tx_000590,812,453
tx_000591,369,386
tx_000592,125,1476
tx_000593,251,3017
tx_000594,169,3167
tx_000595,315,4697
tx_000596,619,2323
tx_000597,937,4714
tx_000598,515,620
tx_000599,556,125
tx_000600,582,2286
tx_000601,566,4865
tx_000602,774,657
tx_000603,371,2284
tx_000604,874,775
tx_000605,534,4196
tx_000606,565,3074
tx_000607,390,1501
tx_000608,963,669
tx_000609,663,3133
tx_000610,247,934
tx_000611,270,2817
tx_000612,821,2278
tx_000613,738,4136
tx_000614,702,4652
tx_000615,455,887
tx_000616,184,3076
tx_000617,557,324
tx_000618,974,249
tx_000619,354,1115
tx_000620,630,3760
tx_000621,279,4782
tx_000622,822,469
tx_000623,511,567
tx_000624,955,1208
tx_000625,452,1060
tx_000626,377,3708
tx_000627,832,3047
tx_000628,758,691
tx_000629,901,1492
tx_000630,994,2697
tx_000631,175,973
tx_000632,490,2022
tx_000633,526,4916
tx_000634,583,4769
tx_000635,813,1060
tx_000636,738,1692
tx_000637,626,1905
tx_000638,591,3073
tx_000639,619,2781
tx_000640,518,2679
tx_000641,751,2298
tx_000642,590,1844
tx_000643,934,4743
tx_000644,439,4854
tx_000645,606,4221
tx_000646,284,4063
tx_000647,488,4980
tx_000648,217,443
tx_000649,427,2802
tx_000650,756,2364
tx_000651,481,2643
tx_000652,997,4351
tx_000653,442,4261
tx_000654,451,938
tx_000655,724,4155
tx_000656,702,262
tx_000657,394,2282
tx_000658,886,1790
tx_000659,855,4813
tx_000660,821,4191
tx_000661,307,320
tx_000662,591,658
tx_000663,119,239
tx_000664,650,142
tx_000665,628,4135
tx_000666,270,4647
tx_000667,133,961
tx_000668,244,1244
tx_000669,264,1234
tx_000670,298,2428
tx_000671,204,1775
tx_000672,596,531
tx_000673,183,2220
tx_000674,144,2114
tx_000675,577,4107
tx_000676,337,3471
tx_000677,187,238
tx_000678,711,3781
tx_000679,388,4014
tx_000680,761,787
tx_000681,655,2447
tx_000682,633,4415
tx_000683,991,2378
tx_000684,141,4874
tx_000685,946,4646
tx_000686,961,3302
tx_000687,964,3083
tx_000688,689,1400
tx_000689,182,2545
tx_000690,917,1247
tx_000691,123,815
tx_000692,297,1159
tx_000693,728,810
tx_000694,336,567
tx_000695,649,4590
tx_000696,960,1214
tx_000697,919,3298
tx_000698,792,3136
tx_000699,692,259
tx_000700,1000,4306
tx_000701,765,2992
tx_000702,396,2749
tx_000703,228,4766
tx_000704,724,1502
tx_000705,465,1603
tx_000706,272,4884
tx_000707,960,3755
tx_000708,921,4402
tx_000709,522,2025
tx_000710,147,2161
tx_000711,357,376
tx_000712,521,1360
tx_000713,340,2578
tx_000714,223,3160
tx_000715,166,3880
tx_000716,688,1334
tx_000717,488,1966
tx_000718,817,4109
tx_000719,274,3222
tx_000720,632,4572
tx_000721,857,2393
tx_000722,453,883
tx_000723,654,2341
tx_000724,896,3471
tx_000725,284,1077
tx_000726,311,1345
tx_000727,375,4625
tx_000728,572,344
tx_000729,189,642
tx_000730,502,3642
tx_000731,668,4368
tx_000732,341,3310
tx_000733,475,2135
tx_000734,499,968
tx_000735,688,2149
tx_000736,386,1646
tx_000737,156,874
tx_000738,502,1949
tx_000739,186,3757
tx_000740,475,3224
tx_000741,970,703
tx_000742,240,1202
tx_000743,886,1162
tx_000744,674,4019
tx_000745,330,1820
tx_000746,561,2997
tx_000747,976,4107
tx_000748,824,1679
tx_000749,175,1990
tx_000750,916,253
tx_000751,458,3585
tx_000752,908,2079
tx_000753,567,2217
tx_000754,187,240
tx_000755,536,2916
tx_000756,962,4324
tx_000757,607,1630
tx_000758,317,4235
tx_000759,236,3655
tx_000760,427,3617
tx_000761,686,1540
tx_000762,119,4013
tx_000763,832,2296
tx_000764,728,1958
tx_000765,251,2720
tx_000766,776,4287
tx_000767,174,4577
tx_000768,217,4020
tx_000769,117,4747
tx_000770,706,807
tx_000771,858,4684
tx_000772,282,3447
tx_000773,171,476
tx_000774,429,605
tx_000775,113,4522
tx_000776,399,417
tx_000777,891,2193
tx_000778,547,3120
tx_000779,208,2257
tx_000780,676,2417
tx_000781,220,2914
tx_000782,124,2345
tx_000783,919,4361
tx_000784,369,4986
tx_000785,536,4833
tx_000786,291,4201
tx_000787,156,956
tx_000788,648,1835
tx_000789,400,1526
tx_000790,144,4060
tx_000791,974,1232
tx_000792,894,3863
tx_000793,733,2234
tx_000794,132,4423
tx_000795,881,3628
tx_000796,221,1634
tx_000797,176,570
tx_000798,957,2141
tx_000799,608,2874
tx_000800,596,2232
tx_000801,813,1967
tx_000802,100,1992
tx_000803,430,2711
tx_000804,445,2387
tx_000805,651,3602
tx_000806,446,4870
tx_000807,901,2591
tx_000808,832,3558
tx_000809,878,813
tx_000810,418,3786
tx_000811,922,1663
tx_000812,148,497
tx_000813,608,502
tx_000814,337,116
tx_000815,370,4950
tx_000816,916,3786
tx_000817,679,4078
tx_000818,612,4115
tx_000819,918,4606
tx_000820,839,1990
tx_000821,494,3775
tx_000822,526,701
tx_000823,202,2903
tx_000824,449,2246
tx_000825,252,3622
tx_000826,312,3280
tx_000827,344,1655
tx_000828,630,907
tx_000829,180,1321
tx_000830,933,3029
tx_000831,248,4903
tx_000832,751,1564
tx_000833,590,4501
tx_000834,595,1255
tx_000835,180,4257
tx_000836,260,2552
tx_000837,875,1907
tx_000838,342,1998
tx_000839,280,4334
tx_000840,450,4969
tx_000841,823,2538
tx_000842,980,1864
tx_000843,353,3198
tx_000844,202,4045
tx_000845,111,3167
tx_000846,786,374
tx_000847,240,4764
tx_000848,124,3327
tx_000849,340,743
tx_000850,492,4580
tx_000851,168,728
tx_000852,835,3667
tx_000853,393,2850
tx_000854,854,2019
tx_000855,618,1728
tx_000856,124,1821
tx_000857,967,1158
tx_000858,139,3906
tx_000859,622,4666
tx_000860,487,1754
tx_000861,711,4333
tx_000862,834,104
tx_000863,327,2375
tx_000864,492,974
tx_000865,542,2744
tx_000866,479,2632
tx_000867,143,3664
tx_000868,384,2572
tx_000869,464,4572
tx_000870,506,250
tx_000871,871,1869
tx_000872,111,4486
tx_000873,521,4293
tx_000874,769,1101
tx_000875,536,837
tx_000876,701,4510
tx_000877,373,845
tx_000878,121,802
tx_000879,122,4396
tx_000880,853,485
tx_000881,293,3572
tx_000882,584,2770
tx_000883,286,4984
tx_000884,192,377
tx_000885,865,2807
tx_000886,460,2021
tx_000887,551,4675
tx_000888,278,4648
tx_000889,881,3314
tx_000890,806,3178
tx_000891,568,2383
tx_000892,498,4406
tx_000893,897,990
tx_000894,444,1673
tx_000895,353,1891
tx_000896,565,968
tx_000897,920,1284
tx_000898,813,1036
tx_000899,921,3279
tx_000900,291,2723
tx_000901,983,4605
tx_000902,263,2351
tx_000903,180,819
tx_000904,512,2276
tx_000905,180,3432
tx_000906,833,4305
tx_000907,152,1578
tx_000908,298,2045
tx_000909,743,3812
tx_000910,505,2050
tx_000911,365,2688
tx_000912,370,483
tx_000913,672,3003
tx_000914,890,1418
tx_000915,795,3251
tx_000916,205,2578
tx_000917,450,3072
tx_000918,314,1522
tx_000919,797,1958
tx_000920,382,3672
tx_000921,146,1529
tx_000922,390,1695
tx_000923,645,2332
tx_000924,380,269
tx_000925,693,2676
tx_000926,746,2276
tx_000927,491,4589
tx_000928,919,4475
tx_000929,810,1061
tx_000930,807,507
tx_000931,110,3692
tx_000932,260,942
tx_000933,773,3698
tx_000934,125,1945
tx_000935,744,2002
tx_000936,108,4197
tx_000937,713,1915
tx_000938,745,1907
tx_000939,977,4889
tx_000940,748,3797
tx_000941,298,4229
tx_000942,982,1856
tx_000943,855,419
tx_000944,792,889
tx_000945,590,2394
tx_000946,649,4321
tx_000947,368,2184
tx_000948,823,2738
tx_000949,132,3334
tx_000950,357,1963
tx_000951,974,3177
tx_000952,216,4505
tx_000953,617,3782
tx_000954,798,4793
tx_000955,685,1491
tx_000956,884,3830
tx_000957,359,2778
tx_000958,675,2347
tx_000959,834,404
tx_000960,595,2573
tx_000961,775,3297
tx_000962,985,1110
tx_000963,428,2807
tx_000964,130,430
tx_000965,444,2840
tx_000966,346,3982
tx_000967,357,3451
tx_000968,882,830
tx_000969,798,1190
tx_000970,530,3345
tx_000971,617,3797
tx_000972,850,200
tx_000973,579,1468
tx_000974,968,888
tx_000975,711,1554
tx_000976,153,152
tx_000977,239,2346
tx_000978,135,1943
tx_000979,902,3747
tx_000980,242,300
tx_000981,155,439
tx_000982,486,762
tx_000983,137,3457
tx_000984,682,107
tx_000985,479,1658
tx_000986,867,1475
tx_000987,301,2232
tx_000988,344,369
tx_000989,916,399
tx_000990,174,3162
tx_000991,641,3978
tx_000992,818,4946
tx_000993,639,958
tx_000994,474,1770
tx_000995,443,3643
tx_000996,239,2548
tx_000997,971,1320
tx_000998,777,3603
tx_000999,184,3323
tx_001000,261,1160
tx_001001,339,3051
tx_001002,880,1567
tx_001003,322,4806
tx_001004,241,539
tx_001005,153,550
tx_001006,342,1091
tx_001007,263,4265
tx_001008,585,4140
tx_001009,386,4974
tx_001010,700,960
tx_001011,721,2422
tx_001012,708,4999
tx_001013,452,4697
tx_001014,329,4670
tx_001015,571,369
tx_001016,325,1015
tx_001017,600,4249
tx_001018,274,2363
tx_001019,976,1211
tx_001020,303,2318
tx_001021,235,2703
tx_001022,569,4191
tx_001023,106,2244
tx_001024,415,4526
tx_001025,938,2129
tx_001026,392,2592
tx_001027,850,2617
tx_001028,782,4991
tx_001029,894,2972
tx_001030,798,3953
tx_001031,449,1735
tx_001032,960,1221
tx_001033,376,1757
tx_001034,619,3370
tx_001035,593,3550
tx_001036,485,4785
tx_001037,776,1090
tx_001038,865,3531
tx_001039,666,2023
tx_001040,764,3829
tx_001041,766,3850
tx_001042,389,4880
tx_001043,430,1842
tx_001044,854,2131
tx_001045,940,2200
tx_001046,964,1029
tx_001047,783,2343
tx_001048,438,2032
tx_001049,462,1496
tx_001050,660,4462
tx_001051,756,4590
tx_001052,717,2541
tx_001053,830,3400
tx_001054,748,757
tx_001055,789,3977
tx_001056,112,3131
tx_001057,516,2141
tx_001058,331,4851
tx_001059,341,3554
tx_001060,751,672
tx_001061,334,2494
tx_001062,575,1986
tx_001063,335,2229
tx_001064,224,3360
tx_001065,340,4577
tx_001066,210,2733
tx_001067,811,2074
tx_001068,610,1078
tx_001069,575,4022
tx_001070,362,1112
tx_001071,600,4654
tx_001072,216,929
tx_001073,701,4043
tx_001074,654,193
tx_001075,150,1988
tx_001076,883,669
tx_001077,463,3813
tx_001078,818,1804
tx_001079,836,4342
tx_001080,850,4476
tx_001081,625,1806
tx_001082,713,4874
tx_001083,731,3027
tx_001084,753,4943
tx_001085,522,4455
tx_001086,968,2556
tx_001087,536,597
tx_001088,292,3535
tx_001089,384,3087
tx_001090,464,467
tx_001091,739,1373
tx_001092,271,3861
tx_001093,252,4939
tx_001094,248,3660
tx_001095,333,499
tx_001096,447,4503
tx_001097,688,735
tx_001098,944,1926
tx_001099,974,860
tx_001100,143,1119
tx_001101,669,2747
tx_001102,700,1086
tx_001103,469,950
tx_001104,919,3535
tx_001105,711,3242
tx_001106,775,892
tx_001107,899,2299
tx_001108,791,694
tx_001109,770,978
tx_001110,509,240
tx_001111,401,2481
tx_001112,491,1590
tx_001113,986,2669
tx_001114,362,1699
tx_001115,887,830
tx_001116,432,3394
tx_001117,193,4320
tx_001118,949,372
tx_001119,763,2399
tx_001120,631,3673
tx_001121,432,772
tx_001122,564,3309
tx_001123,812,3147
tx_001124,439,1276
tx_001125,492,2170
tx_001126,303,802
tx_001127,812,1483
tx_001128,494,4959
tx_001129,932,2702
tx_001130,823,4795
tx_001131,976,2718
tx_001132,458,1083
tx_001133,478,3247
tx_001134,304,2595
tx_001135,226,4467
tx_001136,488,663
tx_001137,781,4747
tx_001138,952,4917
tx_001139,846,2704
tx_001140,747,4049
tx_001141,631,3086
tx_001142,142,2118
tx_001143,520,4260
tx_001144,179,2897
tx_001145,241,327
tx_001146,236,1291
tx_001147,815,799
tx_001148,214,3604
tx_001149,877,360
tx_001150,780,3294
tx_001151,489,4573
tx_001152,995,2159
tx_001153,982,988
tx_001154,698,153
tx_001155,975,3611
tx_001156,744,3161
tx_001157,721,3464
tx_001158,668,328
tx_001159,581,3325
tx_001160,816,287
tx_001161,644,540
tx_001162,803,2071
tx_001163,706,108
tx_001164,192,3912
tx_001165,502,2991
tx_001166,677,4330
tx_001167,618,2208
tx_001168,726,4828
tx_001169,119,3314
tx_001170,678,525
tx_001171,882,2048
tx_001172,149,3229
tx_001173,869,525
tx_001174,680,2700
tx_001175,673,1062
tx_001176,228,4987
tx_001177,930,1548
tx_001178,387,4338
tx_001179,707,4743
tx_001180,958,3656
tx_001181,129,1533
tx_001182,525,1015
tx_001183,630,250
tx_001184,365,2790
tx_001185,640,1725
tx_001186,666,1623
tx_001187,204,3243
tx_001188,530,3027
tx_001189,705,3747
tx_001190,464,4828
tx_001191,194,1155
tx_001192,846,2033
tx_001193,437,654
tx_001194,183,2094
tx_001195,529,3415
tx_001196,133,2074
tx_001197,854,4310
tx_001198,457,3371
tx_001199,162,106
tx_001200,171,1103
tx_001201,225,2943
tx_001202,471,3008
tx_001203,108,3724
tx_001204,683,2532
tx_001205,662,1821
tx_001206,583,1065
tx_001207,628,1364
tx_001208,233,497
tx_001209,188,4538
tx_001210,976,2009
tx_001211,247,3472
tx_001212,367,1876
tx_001213,456,490
tx_001214,543,2906
tx_001215,550,246
tx_001216,133,1864
tx_001217,261,2931
tx_001218,918,1714
tx_001219,750,3524
tx_001220,393,1017
tx_001221,888,1001
tx_001222,280,1946
tx_001223,799,2412
tx_001224,622,4534
tx_001225,531,2793
tx_001226,252,2309
tx_001227,862,1989
tx_001228,595,943
tx_001229,199,3673
tx_001230,428,2635
tx_001231,284,4083
tx_001232,754,853
tx_001233,904,2173
tx_001234,819,4816
tx_001235,198,3231
tx_001236,434,4798
tx_001237,577,361
tx_001238,187,936
tx_001239,878,2355
tx_001240,957,2186
tx_001241,106,4957
tx_001242,845,4483
tx_001243,160,4283
tx_001244,338,1043
tx_001245,651,3169
tx_001246,750,2534
tx_001247,818,995
tx_001248,729,2277
tx_001249,267,4724
tx_001250,369,3386
tx_001251,242,3309
tx_001252,124,188
tx_001253,256,4465
tx_001254,659,3612
tx_001255,225,138
tx_001256,109,2067
tx_001257,566,4113
tx_001258,430,851
tx_001259,188,803
tx_001260,165,2480
tx_001261,540,3726
tx_001262,769,2192
tx_001263,833,3243
tx_001264,594,2740
tx_001265,470,1282
tx_001266,365,819
tx_001267,661,4219
tx_001268,867,3530
tx_001269,326,3142
tx_001270,847,2711
tx_001271,602,1565
tx_001272,578,885
tx_001273,289,4419
tx_001274,721,4766
tx_001275,524,4869
tx_001276,476,905
tx_001277,474,3242
tx_001278,542,1619
tx_001279,493,1879
tx_001280,595,2167
tx_001281,709,2172
tx_001282,897,2676
tx_001283,578,4624
tx_001284,374,1516
tx_001285,498,4879
tx_001286,278,3354
tx_001287,560,916
tx_001288,817,2947
tx_001289,200,3665
tx_001290,318,4919
tx_001291,142,3745
tx_001292,746,3933
tx_001293,989,656
tx_001294,923,935
tx_001295,159,2496
